Phase	         x	         y	    Euler1	  Euler2	  Euler3
   2	  15330.00	   2010.00	   173.230    88.011    60.859
   2	  15330.00	   2040.00	   173.690    88.040    61.213
   2	  15330.00	   2160.00	   173.190    88.011    61.143
   3	  15330.00	   2310.00	    40.237    38.152   226.490
   4	  15330.00	   2370.00	    22.531    86.880    98.064
   4	  15330.00	   2400.00	   171.190    33.856   327.390
   3	  15330.00	   2520.00	    31.664    67.162   158.770
   2	  15330.00	   2550.00	    26.130    64.019    70.814
   2	  15330.00	   2580.00	    26.686    63.672    70.781
   2	  15330.00	   2610.00	    26.472    62.530    71.656
   2	  15330.00	   2640.00	    26.475    62.677    11.892
   4	  15330.00	   2670.00	    17.921    67.142   210.590
   1	  15330.00	   2730.00	   102.430   155.990   285.810
   4	  15330.00	   2760.00	   114.090   110.740   287.040
   2	  15330.00	   3000.00	    26.729    97.868     4.682
   1	  15330.00	   3030.00	   195.250    61.875   349.000
   4	  15330.00	   3060.00	    15.698   121.040    11.672
   2	  15330.00	   3180.00	    18.301   100.010    10.758
   2	  15330.00	   3210.00	    17.836    99.253    10.676
   3	  15330.00	   3240.00	    17.470    96.467   251.310
   2	  15330.00	   3450.00	   136.740    39.807   109.420
   2	  15330.00	   3540.00	   170.010    24.641    36.914
   1	  15330.00	   3690.00	   140.540   100.930   214.320
   4	  15330.00	   3720.00	   110.490    75.850   267.570
   2	  15330.00	   3750.00	   160.620    41.287    48.710
   2	  15330.00	   3960.00	   120.320    15.776    15.570
   2	  15330.00	   3990.00	   117.330    15.338    17.580
   4	  15360.00	   1080.00	   115.590   104.430    69.349
   4	  15360.00	   1110.00	   115.250   104.210    68.007
   4	  15360.00	   1170.00	    24.661   131.140     3.083
   4	  15360.00	   1320.00	   122.140    53.084     1.277
   4	  15360.00	   1350.00	   121.410    53.482     1.692
   4	  15360.00	   1380.00	   121.930    53.585     1.536
   4	  15360.00	   1410.00	   122.510    53.693     1.273
   1	  15360.00	   1500.00	    64.457    47.321    69.666
