    phi1        Phi       phi2      phase         ci         iq sem_signal          x          y    grainId
 127.593    153.633     209.27          0        0.2     3049.7      18979        612    41.5692         19
 308.245    26.3738    150.658          0      0.695     3208.6      18528        624    41.5692         19
 306.977    26.2237    151.379          0      0.486     3080.4      17783        636    41.5692         19
 127.844    153.889    208.989          0      0.468     3221.4      17867        648    41.5692         19
 127.629    153.903    28.8089          0      0.623     3543.5      18416        660    41.5692         19
 308.374     26.269    150.565          0      0.405       3005      18879        672    41.5692         19
 127.682    153.862    208.978          0        0.5     3288.9      17927        684    41.5692         19
 308.066    26.1148    330.978          0      0.464     3253.3      18556        696    41.5692         19
 127.368    153.836    208.542          0      0.805     3099.2      18149        708    41.5692         19
 307.682    26.1229    150.929          0      0.409     3597.8      17822        720    41.5692         19
  127.14    153.788    208.546          0      0.455     2770.8      17397        732    41.5692         19
 253.036    90.3824    262.883          0      0.332     2756.2      17386        744    41.5692          9
 73.3077    90.2363    277.327          0      0.636     2523.4      18127        756    41.5692          9
 253.248    90.0323    262.905          0      0.482     2332.8      17801        768    41.5692          9
 253.099     90.128    262.816          0      0.832     2533.7      18400        780    41.5692          9
 73.4039    90.0088      277.3          0      0.773     2683.5      17266        792    41.5692          9
 253.292    90.0094    262.895          0      0.591     2725.5      17551        804    41.5692          9
 73.0086    90.0896    276.794          0      0.682     2698.6      17929        816    41.5692          9
 252.694    89.4593    263.177          0      0.727     2444.1      18231        828    41.5692          9
 273.241    141.467    40.3987          0      0.241     2297.9      18158        840    41.5692         11
 95.1035    39.9163     75.372          0      0.777     2562.9      18110        852    41.5692         11
 274.412    139.697    284.976          0      0.591     2310.1      17957        864    41.5692         11
 93.2861    40.7505    254.759          0      0.605     2696.9      18401        876    41.5692         11
 271.686    139.712     104.18          0      0.127     2663.6      17248        888    41.5692         11
 271.996    139.595    104.013          0      0.464     2764.3      16819        900    41.5692         11
 90.6969    40.2325    318.061          0      0.541     2357.5      17709        912    41.5692         11
 270.588    139.702    101.671          0      0.418     2602.9      18116        924    41.5692         11
 90.4402    40.2835    258.497          0      0.755     2672.7      17243        936    41.5692         11
 269.693    139.653    281.405          0      0.355     2713.5      18428        948    41.5692         11
 88.5678    39.9724    260.011          0      0.795     2521.1      16999        960    41.5692         11
  268.06    140.077    279.257          0      0.645     2443.9      18958        972    41.5692         11
